箱No.,大袋No.,小袋No.,地区,X,Y,大分類,小分類,部位,左右,遺構,層位,報告書用層名,区分（以前〜人骨期〜以降）,取り上げNo.,重量(g),備考,部分,PML,PMH,計測日,備考2
魚-8,71,1934,Ｃ,454,,硬骨魚綱,スズキ属,主上顎骨,左,,貝⑨,貝28～９下Ａ層,人骨期以前,,23.42,,,,,,
魚-8,71,1934,Ｃ,454,,硬骨魚綱,スズキ属,角骨,左,,貝⑨,貝28～９下Ａ層,人骨期以前,,23.42,,,,,,
魚-8,71,1934,Ｃ,454,,硬骨魚綱,スズキ属,主鰓蓋骨,左,,貝⑨,貝28～９下Ａ層,人骨期以前,,23.42,,,,,,
魚-8,71,1934,Ｃ,454,,硬骨魚綱,スズキ属,主鰓蓋骨,左,,貝⑨,貝28～９下Ａ層,人骨期以前,,23.42,,,,,,
魚-8,71,1934,Ｃ,454,,硬骨魚綱,タイ科,副蝶形骨,中,,貝⑨,貝28～９下Ａ層,人骨期以前,,23.42,,,,,,
魚-8,71,1934,Ｃ,454,,硬骨魚綱,コイ科,鰭棘,-,,貝⑨,貝28～９下Ａ層,人骨期以前,,23.42,,棘条部,,,,
魚-8,71,1934,Ｃ,454,,硬骨魚綱,不明,鰭棘,-,,貝⑨,貝28～９下Ａ層,人骨期以前,,23.42,,棘条部,,,,
魚-8,71,1934,Ｃ,454,,硬骨魚綱,不明,鰭棘,-,,貝⑨,貝28～９下Ａ層,人骨期以前,,23.42,,棘条部,,,,
魚-8,71,1934,Ｃ,454,,硬骨魚綱,不明,鰭棘,-,,貝⑨,貝28～９下Ａ層,人骨期以前,,23.42,,棘条部,,,,
魚-8,71,1935,Ｃ,454,,硬骨魚綱,スズキ属,歯骨,左,,Ⅲｃ,Ⅲｂ層,人骨期以前,,1.47,,,,,,
魚-8,71,1936,Ｃ,455,,硬骨魚綱,スズキ属,主上顎骨,右,,Ⅲ,Ⅱｂ層,人骨期以降,,47.49,,,,,,
魚-8,71,1936,Ｃ,455,,硬骨魚綱,クロダイ属,歯骨,右,,Ⅲ,Ⅱｂ層,人骨期以降,,47.49,,,,,,
魚-8,71,1936,Ｃ,455,,硬骨魚綱,コイ科,鰓蓋骨,不明,,Ⅲ,Ⅱｂ層,人骨期以降,,47.49,,,,,,
魚-8,71,1936,Ｃ,455,,軟骨魚綱,サメ類,遊離歯,不明,,Ⅲ,Ⅱｂ層,人骨期以降,,47.49,,,,,,
魚-8,71,1936,Ｃ,455,,硬骨魚綱,チダイ？,上後頭骨,中,,Ⅲ,Ⅱｂ層,人骨期以降,,47.49,,,,,,
魚-8,71,1936,Ｃ,455,,硬骨魚綱,不明,鰭棘,-,,Ⅲ,Ⅱｂ層,人骨期以降,,47.49,,棘条部,,,,
魚-8,71,1936,Ｃ,455,,硬骨魚綱,不明,鰭棘,-,,Ⅲ,Ⅱｂ層,人骨期以降,,47.49,,棘条部,,,,
魚-8,71,1936,Ｃ,455,,硬骨魚綱,不明,鰭棘,-,,Ⅲ,Ⅱｂ層,人骨期以降,,47.49,,棘条部,,,,
魚-8,71,1936,Ｃ,455,,硬骨魚綱,不明,鰭棘,-,,Ⅲ,Ⅱｂ層,人骨期以降,,47.49,,棘条部,,,,
魚-8,71,1937,Ｃ,455,,硬骨魚綱,不明,不明,,,貝④,貝19～９下Ａ層,人骨期以前～人骨期以降,,13.09,,,,,,
魚-8,71,1938,Ｃ,455,,硬骨魚綱,スズキ属,主鰓蓋骨,不明,,貝⑨,貝28～９下Ａ層,人骨期以前,,3,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,スズキ属,歯骨,右,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,スズキ属,主上顎骨,右,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,タイ科,主鰓蓋骨,右,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,タイ科,舌顎骨,右,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,チダイ,口蓋骨,右,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,クロダイ属,前上顎骨,右,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,24.9 ,,2023/2/26,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,コイ科,鰓蓋骨,不明,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,軟骨魚綱,サメ類,遊離歯,不明,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,フグ科,前上顎骨/歯骨,不明,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,フグ科,前上顎骨/歯骨,不明,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,クロダイ属？,角骨,左,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,コチ科,角骨,左,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,スズキ属,主鰓蓋骨,左,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,フグ科,後翼状骨,左,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,クロダイ属,歯骨,左,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,スズキ属,前上顎骨,左,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,軟骨魚綱,エイ・サメ類,椎骨,中,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,不明,上後頭骨,中,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,未同定,椎骨,中,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,不明,鰭棘,-,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,棘条部,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,不明,鰭棘,-,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,棘条部,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,不明,鰭棘,-,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,棘条部,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,不明,鰭棘,-,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,棘条部,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,不明,鰭棘,-,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,棘条部,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,不明,鰭棘,-,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,棘条部,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,不明,鰭棘,-,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,棘条部,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,不明,鰭棘,-,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,棘条部,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,不明,鰭棘,-,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,担鰭骨,,,,
魚-8,71,1939,Ｃ,455,,硬骨魚綱,不明,鰭棘,-,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,125.77,,担鰭骨,,,,
魚-8,72,1940,Ｃ,456,,,,,,,Ⅲ,Ⅱｂ層,人骨期以降,,22.18,,,,,,
魚-8,72,1941,Ｃ,456,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,22.11,,棘条部,,,,
魚-8,72,1941,Ｃ,456,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,22.11,,棘条部,,,,
魚-8,72,1941,Ｃ,456,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,22.11,,棘条部,,,,
魚-8,72,1942,Ｃ,456～458,,,,,,,貝④,貝19～９下Ａ層,人骨期以前～人骨期以降,,41.24,,,,,,
魚-8,72,1943,Ｃ,456～460,,,,,,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,102.73,,,,,,
魚-8,72,1944,Ｃ,457,,硬骨魚綱,コイ科,鰓蓋骨,不明,,Ⅲ,Ⅱｂ層,人骨期以降,,36.01,,,,,,
魚-8,72,1944,Ｃ,457,,軟骨魚綱,エイ・サメ類,椎骨,中,,Ⅲ,Ⅱｂ層,人骨期以降,,36.01,,,,,,
魚-8,72,1944,Ｃ,457,,硬骨魚綱,サケ属,椎骨,中,,Ⅲ,Ⅱｂ層,人骨期以降,,36.01,,,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,フグ科,主上顎骨,右,,貝⑱,貝１層,人骨期以降,,191.5,,,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,フグ科,不明,右,,貝⑱,貝１層,人骨期以降,,191.5,,,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,クロダイ属,主上顎骨,右,,貝⑱,貝１層,人骨期以降,,191.5,,,,,2023/2/26,前上顎骨となっていた
魚-8,72,1945,Ｃ,457,,硬骨魚綱,クロダイ属,歯骨,右,,貝⑱,貝１層,人骨期以降,,191.5,,,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,クロダイ属,角骨,右,,貝⑱,貝１層,人骨期以降,,191.5,,,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,クロダイ属,主上顎骨,右,,貝⑱,貝１層,人骨期以降,,191.5,,,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,クロダイ属,主上顎骨,右,,貝⑱,貝１層,人骨期以降,,191.5,,,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,フグ科,前上顎骨/歯骨,不明,,貝⑱,貝１層,人骨期以降,,191.5,,,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,アジ科,擬鎖骨,左,,貝⑱,貝１層,人骨期以降,,191.5,,,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,スズキ属,歯骨,左,,貝⑱,貝１層,人骨期以降,,191.5,,,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,スズキ属,歯骨,左,,貝⑱,貝１層,人骨期以降,,191.5,,,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,クロダイ属,歯骨,左,,貝⑱,貝１層,人骨期以降,,191.5,,,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,クロダイ属,歯骨,左,,貝⑱,貝１層,人骨期以降,,191.5,,,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,マダイ,前上顎骨,左,,貝⑱,貝１層,人骨期以降,,191.5,,,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,191.5,,棘条部,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,191.5,,棘条部,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,191.5,,棘条部,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,191.5,,棘条部,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,191.5,,棘条部,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,191.5,,棘条部,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,191.5,,棘条部,,,,
魚-8,72,1945,Ｃ,457,,硬骨魚綱,不明,不明,,,貝⑱,貝１層,人骨期以降,,191.5,,,,,,
魚-8,72,1946,Ｃ,458,,硬骨魚綱,クロダイ属,口蓋骨,左,,Ⅲ,Ⅱｂ層,人骨期以降,,69.5,,,,,,
魚-8,72,1946,Ｃ,458,,硬骨魚綱,タイ科,第1神経間棘,中,,Ⅲ,Ⅱｂ層,人骨期以降,,69.5,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,スズキ属,前上顎骨,右,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,スズキ属,歯骨,右,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,スズキ属,歯骨,右,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,スズキ属,歯骨,右,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,スズキ属,角骨,右,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,スズキ属,方骨,右,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,クロダイ属,前上顎骨,右,,貝⑱,貝１層,人骨期以降,,185.86,,,34.8 ,,2023/2/26,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,クロダイ属,前上顎骨,右,,貝⑱,貝１層,人骨期以降,,185.86,,,,,2023/2/26,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,クロダイ属,歯骨,右,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,マダイ,前上顎骨,右,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,マダイ,歯骨,右,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,フグ科,前上顎骨/歯骨,不明,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,アジ科,擬鎖骨,左,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,アジ科,擬鎖骨,左,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,スズキ属,主鰓蓋骨,左,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,スズキ属,主鰓蓋骨,左,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,後側頭骨,左,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,方骨,左,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,クロダイ属,舌顎骨,左,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,クロダイ属,舌顎骨,左,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,クロダイ属,角骨,左,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,スズキ属,基後頭骨,中,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,下尾骨,中,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,下尾骨,中,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,椎骨,中,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,椎骨,中,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,椎骨,中,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,椎骨,中,,貝⑱,貝１層,人骨期以降,,185.86,,,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,棘条部,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,担鰭骨,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,担鰭骨,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,担鰭骨,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,担鰭骨,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,担鰭骨,,,,
魚-8,72,1947,Ｃ,458,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,185.86,,担鰭骨,,,,
魚-8,72,1948,Ｃ,458・459,,,,,,,貝⑧,貝20～21下層,人骨期以降,,8.22,,,,,,
魚-8,72,1949,Ｃ,459,,硬骨魚綱,スズキ属,角骨,右,,Ⅲ,Ⅱｂ層,人骨期以降,,31.12,,,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,スズキ属,角骨,右,,貝⑱,貝１層,人骨期以降,,608.67,,,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,フグ科,歯骨,右,,貝⑱,貝１層,人骨期以降,,608.67,,,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,スズキ属,歯骨,左,,貝⑱,貝１層,人骨期以降,,608.67,,,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,スズキ属,歯骨,左,,貝⑱,貝１層,人骨期以降,,608.67,,,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,スズキ属,歯骨,左,,貝⑱,貝１層,人骨期以降,,608.67,,,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,フグ科,前上顎骨,左,,貝⑱,貝１層,人骨期以降,,608.67,,,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,マダイ,歯骨,左,,貝⑱,貝１層,人骨期以降,,608.67,,,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,クロダイ属,前上顎骨,左,,貝⑱,貝１層,人骨期以降,,608.67,,,,,2023/2/26,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,スズキ属,椎骨,中,,貝⑱,貝１層,人骨期以降,,608.67,,尾椎,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,上後頭骨,中,,貝⑱,貝１層,人骨期以降,,608.67,,,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,椎骨,中,,貝⑱,貝１層,人骨期以降,,608.67,,,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,マダイ,前頭骨,中,,貝⑱,貝１層,人骨期以降,,608.67,,,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,608.67,,棘条部,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,608.67,,棘条部,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,608.67,,棘条部,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,608.67,,棘条部,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,608.67,,棘条部,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,608.67,,棘条部,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,608.67,,棘条部,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,608.67,,棘条部,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,608.67,,棘条部,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,608.67,,棘条部,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,608.67,,担鰭骨,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,608.67,,担鰭骨,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,608.67,,担鰭骨,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,鰭棘,-,,貝⑱,貝１層,人骨期以降,,608.67,,担鰭骨,,,,
魚-8,72,1950,Ｃ,459,,硬骨魚綱,不明,不明,,,貝⑱,貝１層,人骨期以降,,608.67,,,,,,
魚-8,72,1951,Ｃ,459,,,,,,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,8.19,,,,,,
魚-8,72,1952,Ｃ,459,,硬骨魚綱,マグロ属,椎骨,中,,Ⅲｃ,Ⅲｂ層,人骨期以前,,16.14,,,,,,
魚-8,72,1953,Ｃ,459・460,,,,,,,貝④,貝19～９下Ａ層,人骨期以前～人骨期以降,,7.95,,,,,,
魚-8,72,1954,Ｃ,459・460,,,,,,,貝,貝19～９下Ａ層,人骨期以前～人骨期以降,,55.09,,,,,,
魚-8,72,1955,Ｃ,460,,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲ,Ⅱｂ層,人骨期以降,,26.66,,,,,2023/2/26,
魚-8,72,1955,Ｃ,460,,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲ,Ⅱｂ層,人骨期以降,,26.66,,,,,2023/2/26,
魚-8,72,1955,Ｃ,460,,硬骨魚綱,クロダイ属,前上顎骨,右,,Ⅲ,Ⅱｂ層,人骨期以降,,26.66,,,,,2023/2/26,
魚-8,72,1955,Ｃ,460,,軟骨魚綱,サメ類,遊離歯,不明,,Ⅲ,Ⅱｂ層,人骨期以降,,26.66,,,,,,
魚-8,72,1955,Ｃ,460,,硬骨魚綱,不明,椎骨,中,,Ⅲ,Ⅱｂ層,人骨期以降,,26.66,,,,,,
魚-8,72,1955,Ｃ,460,,硬骨魚綱,不明,椎骨,中,,Ⅲ,Ⅱｂ層,人骨期以降,,26.66,,,,,,
魚-8,72,1955,Ｃ,460,,硬骨魚綱,不明,椎骨,中,,Ⅲ,Ⅱｂ層,人骨期以降,,26.66,,,,,,
魚-8,72,1956,Ｃ,460,,硬骨魚綱,スズキ属,主鰓蓋骨,右,,貝①,貝１層,人骨期以降,,268.51,,,,,,
